8108	1	1
131	2	1
6243	2	1
6528	2	1
7302	2	1
575	3	1
1589	3	1
2535	3	1
3080	3	1
3279	3	1
3400	3	1
4020	3	1
4831	3	1
4941	3	1
5873	3	1
6869	3	1
6881	3	1
6938	3	1
7238	3	1
7433	3	1
8480	3	1
8941	3	1
9546	3	1
9838	3	1
10839	3	1
5	4	1
348	4	1
549	4	1
588	4	1
802	4	1
1820	4	1
1901	4	1
2098	4	1
2256	4	1
2487	4	1
2850	4	1
3603	4	1
3676	4	1
3696	4	1
4667	4	1
4813	4	1
4966	4	1
5629	4	1
5729	4	1
6180	4	1
6448	4	1
6500	4	1
7130	4	1
7786	4	1
7859	4	1
8468	4	1
8502	4	1
9423	4	1
9537	4	1
10136	4	1
10709	4	1
11095	4	1
11185	4	1
11965	4	1
4	5	1
9155	5	1
1467	6	1
1608	6	1
3124	6	1
3750	6	1
4148	6	1
4382	6	1
6133	6	1
10326	6	1
3631	7	1
3634	7	1
3911	7	1
5159	7	1
5682	7	1
9632	7	1
10173	7	1
10974	7	1
11613	7	1
2387	8	1
5861	8	1
897	9	1
953	9	1
1025	9	1
2513	9	1
3111	9	1
3163	9	1
7087	9	1
7915	9	1
9983	9	1
10474	9	1
1342	10	1
3965	10	1
8689	10	1
8746	10	1
10671	10	1
11744	10	1
8313	11	1
1396	12	1
6683	12	1
9652	12	1
222	13	1
10738	13	1
10842	13	1
623	14	1
5274	14	1
7970	14	1
8399	14	1
10173	14	1
10339	14	1
10379	14	1
11048	14	1
206	15	1
1664	15	1
1771	15	1
2061	15	1
2492	15	1
3191	15	1
4636	15	1
4892	15	1
5100	15	1
5891	15	1
6242	15	1
8004	15	1
8421	15	1
8493	15	1
8737	15	1
9047	15	1
9145	15	1
9512	15	1
11147	15	1
11980	15	1
1101	16	1
1240	16	1
1248	16	1
1269	16	1
2120	16	1
2129	16	1
2408	16	1
2447	16	1
2870	16	1
3624	16	1
4476	16	1
4506	16	1
4521	16	1
6687	16	1
7137	16	1
7159	16	1
7211	16	1
8715	16	1
9174	16	1
9242	16	1
9243	16	1
9381	16	1
9407	16	1
9524	16	1
10377	16	1
10759	16	1
10797	16	1
10833	16	1
11551	16	1
11993	16	1
54	17	1
65	17	1
238	17	1
296	17	1
431	17	1
461	17	1
1081	17	1
1144	17	1
1179	17	1
1230	17	1
1410	17	1
1446	17	1
1470	17	1
1558	17	1
1603	17	1
1668	17	1
1825	17	1
2031	17	1
2106	17	1
2151	17	1
2429	17	1
2444	17	1
2468	17	1
2672	17	1
2793	17	1
2823	17	1
2835	17	1
2873	17	1
2932	17	1
2963	17	1
3099	17	1
3170	17	1
3187	17	1
3194	17	1
3742	17	1
3805	17	1
3906	17	1
3935	17	1
4026	17	1
4194	17	1
4243	17	1
4255	17	1
4432	17	1
4477	17	1
4661	17	1
4663	17	1
4795	17	1
4806	17	1
4862	17	1
4915	17	1
5009	17	1
5032	17	1
5104	17	1
5147	17	1
5204	17	1
5207	17	1
5305	17	1
5413	17	1
5483	17	1
5564	17	1
5574	17	1
5719	17	1
5885	17	1
5996	17	1
6629	17	1
6631	17	1
6730	17	1
6799	17	1
6824	17	1
6850	17	1
6876	17	1
6885	17	1
7033	17	1
7213	17	1
7279	17	1
7393	17	1
7397	17	1
7533	17	1
7571	17	1
7797	17	1
7906	17	1
7957	17	1
8003	17	1
8031	17	1
8072	17	1
8321	17	1
9281	17	1
9400	17	1
9413	17	1
9527	17	1
9569	17	1
9719	17	1
9839	17	1
9872	17	1
9902	17	1
10003	17	1
10164	17	1
10231	17	1
10244	17	1
10294	17	1
10520	17	1
10564	17	1
10793	17	1
10980	17	1
11082	17	1
11246	17	1
11367	17	1
11409	17	1
11413	17	1
11444	17	1
11526	17	1
11568	17	1
11630	17	1
11792	17	1
11965	17	1
4887	18	1
7828	18	1
10855	18	1
1310	19	1
1846	19	1
2515	19	1
3049	19	1
6806	19	1
9217	19	1
211	20	1
1611	20	1
8006	20	1
8078	20	1
8314	20	1
63	21	1
560	21	1
565	21	1
643	21	1
996	21	1
1161	21	1
1549	21	1
1768	21	1
1793	21	1
1905	21	1
1955	21	1
2404	21	1
2642	21	1
2835	21	1
2896	21	1
3145	21	1
3472	21	1
3936	21	1
4339	21	1
4391	21	1
4455	21	1
4838	21	1
4994	21	1
5326	21	1
5436	21	1
5437	21	1
5438	21	1
5488	21	1
5491	21	1
5561	21	1
5575	21	1
5674	21	1
5726	21	1
5803	21	1
5977	21	1
6094	21	1
6245	21	1
6312	21	1
6614	21	1
6617	21	1
6860	21	1
7195	21	1
7654	21	1
7675	21	1
7850	21	1
7998	21	1
8011	21	1
8065	21	1
8067	21	1
8152	21	1
8161	21	1
9476	21	1
9519	21	1
9675	21	1
10830	21	1
11689	21	1
11690	21	1
11734	21	1
11829	21	1
201	22	1
4756	22	1
3486	23	1
4013	23	1
4171	24	1
5095	24	1
5655	24	1
6095	24	1
7074	24	1
7335	24	1
7461	24	1
7725	24	1
8247	24	1
8432	24	1
8454	24	1
8664	24	1
8787	24	1
9026	24	1
9236	24	1
11224	24	1
239	25	1
1182	25	1
2195	25	1
2328	25	1
2453	25	1
3146	25	1
5995	25	1
6085	25	1
9862	25	1
3629	26	1
3183	27	1
5521	27	1
68	28	1
340	28	1
974	28	1
1220	28	1
1518	28	1
2367	28	1
2636	28	1
2725	28	1
4642	28	1
4967	28	1
5544	28	1
6260	28	1
6618	28	1
7879	28	1
7993	28	1
7996	28	1
8137	28	1
9002	28	1
10654	28	1
10388	29	1
842	30	1
908	30	1
1447	30	1
1905	30	1
3672	30	1
3768	30	1
4310	30	1
4399	30	1
5040	30	1
5068	30	1
6133	30	1
6188	30	1
6527	30	1
8959	30	1
9106	30	1
10025	30	1
10121	30	1
10321	30	1
10705	30	1
11908	30	1
128	31	1
177	31	1
185	31	1
226	31	1
348	31	1
497	31	1
654	31	1
751	31	1
776	31	1
788	31	1
809	31	1
939	31	1
944	31	1
955	31	1
956	31	1
1111	31	1
1134	31	1
1174	31	1
1229	31	1
1237	31	1
1262	31	1
1275	31	1
1361	31	1
1370	31	1
1409	31	1
1473	31	1
1529	31	1
1549	31	1
1583	31	1
1648	31	1
1674	31	1
1730	31	1
1853	31	1
1890	31	1
1908	31	1
2185	31	1
2246	31	1
2299	31	1
2360	31	1
2363	31	1
2375	31	1
2579	31	1
2581	31	1
2646	31	1
2659	31	1
2797	31	1
2812	31	1
2851	31	1
2874	31	1
3120	31	1
3144	31	1
3148	31	1
3238	31	1
3271	31	1
3312	31	1
3422	31	1
3495	31	1
3627	31	1
3707	31	1
3708	31	1
3808	31	1
3818	31	1
3912	31	1
4043	31	1
4079	31	1
4114	31	1
4197	31	1
4200	31	1
4223	31	1
4298	31	1
4329	31	1
4343	31	1
4378	31	1
4425	31	1
4568	31	1
4601	31	1
4603	31	1
4814	31	1
4965	31	1
4998	31	1
5035	31	1
5301	31	1
5320	31	1
5417	31	1
5418	31	1
5440	31	1
5447	31	1
5509	31	1
5554	31	1
5610	31	1
5660	31	1
5676	31	1
5718	31	1
5730	31	1
5768	31	1
5938	31	1
5969	31	1
6119	31	1
6282	31	1
6287	31	1
6371	31	1
6495	31	1
6669	31	1
6719	31	1
6777	31	1
6937	31	1
6984	31	1
6995	31	1
7089	31	1
7212	31	1
7368	31	1
7628	31	1
7723	31	1
7747	31	1
7786	31	1
7844	31	1
8011	31	1
8050	31	1
8182	31	1
8184	31	1
8321	31	1
8328	31	1
8431	31	1
8502	31	1
8587	31	1
8594	31	1
8731	31	1
8862	31	1
9061	31	1
9200	31	1
9279	31	1
9296	31	1
9422	31	1
9683	31	1
9737	31	1
9881	31	1
10325	31	1
10495	31	1
10763	31	1
10905	31	1
11022	31	1
11233	31	1
11333	31	1
